ID;Authority;AuthorityCountry;Date;Fine;OrganizationPublished;Specific;OrganizationMatched;OrganizationCountry;OrganizationSector;OrganizationRevenue;OrganizationEmployees;OrganizationStatus;OrganizationDomestic;Articles;Type;Summary;Source
954;Danish Data Protection Authority (Datatilsynet);Denmark;16.12.21;13450;Municipality of Frederiksberg;Yes;Frederiksberg Kommune;Denmark;Politics & Government;107800000;1000;Other;Yes;Art. 32 GDPR;Insufficient technical and organisational measures to ensure information security;"The Danish DPA has fined the municipality of Frederiksberg EUR 13,450. On March 1, 2021, the municipality reported a data breach under Art. 33 GDPR. 

The municipality's dental care service had operated a system through which parents could access their children's dental care letters online. The municipality then extended this access to parents with joint custody. As a result, in several cases, parents gained access to information about the other parent and the child's address, even though the affected parent and child were registered with name and address protection.
The DPA considered this to be a breach of the municipality's duty to implement adequate technical and organizational measures to ensure a level of security appropriate to the risk to the data subjects.";https://www.datatilsynet.dk/presse-og-nyheder/nyhedsarkiv/2021/dec/frederiksberg-kommune-indstilles-til-boede
955;Hungarian National Authority for Data Protection and the Freedom of Information (NAIH);Hungary;27.10.21;13500;Car importer;No;NA;NA;Retail & Trade;NA;NA;NA;Yes;Art. 5 (1), (2) GDPR, Art. 6 (1) GDPR, Art. 12 (1) GDPR, Art. 13 GDPR;Insufficient legal basis for data processing;The Hungarian DPA imposed a fine of EUR 13,500 on a car importer. A customer of one of the company's authorized repair shops filed a complaint with the DPA due to receiving unsolicited emails related to customer surveys from the company after a car inspection. The Hungarian DPA found that the controller did not have a valid legal basis to contact the data subject. It also found that the controller had not complied with its duty to inform under Art. 12 GDPR and Art. 13 GDPR. The emails did not contain any contact information of the controller, for example.;https://naih.hu//hatarozatok-vegzesek?download=469:jogos-erdekre-alapitott-ugyfelelegedettseg-meres-adatvedelmi-megfelelesenek-ertekelese
956;Spanish Data Protection Authority (aepd);Spain;14.12.21;50000;IZA OBRAS Y PROMOCIONES, S.A.;Yes;Iza Obras Y Promociones Sa;Spain;Building Construction;11300000;30;Private;Yes;Art. 5 (1) c) GDPR;Non-compliance with general data processing principles;The Spanish DPA has fined IZA OBRAS Y PROMOCIONES, S.A. EUR 50,000. An employee had filed a complaint with the DPA against the company, alleging that the controller had unauthorizedly disclosed his personal data to another company from which it had received a construction order. The data subject was working as a construction manager on the project, but was absent from work for a period of time due to illness. The controller therefore informed its client and additionally disclosed the data subject's email address and certain health information. The DPA determined that the disclosure of this data would not have been necessary and that the controller had therefore violated the principle of data minimization.;https://www.aepd.es/es/documento/ps-00324-2021.pdf
957;Hellenic Data Protection Authority (HDPA);Greece;08.12.21;30000;One Way Private Company;Yes;One Way Private Company;Greece;Science & Research;8800000;35;Private;Yes;Art. 28 (3) c) GDPR, Art. 32 (2), (4) GDPR, Art. 11 (1) ????? 3471/2006;Insufficient technical and organisational measures to ensure information security;The Hellenic DPA has imposed a fine of EUR 30,000 on One Way Private Company. The DPA received 17 complaints regarding illegal telephone calls for the purpose of advertising. The DPA found that due to an error in the controller's application, telephone calls were made to subscribers included in the list for protection against unsolicited telephone advertising 'Register 11'. The DPA concluded that the controller had failed to implement technical and organizational measures to ensure a level of security appropriate to the risk to the data subjects.;https://www.dpa.gr/sites/default/files/2021-12/52_2021anonym.pdf
959;Spanish Data Protection Authority (aepd);Spain;17.12.21;2000;Online retailer;No;NA;NA;E-Commerce;NA;NA;NA;Yes;Art. 6 GDPR;Insufficient legal basis for data processing;The Spanish DPA has imposed a fine of EUR 2,000 on an online retailer. The data subject bought a product from the controller's online store via eBay and paid with Paypal. However, he received the order via Amazon. Since the data subject had not consented to the transfer of his data to Amazon, the DPA concluded that the controller had processed the data unlawfully.;https://www.aepd.es/es/documento/ps-00300-2021.pdf
960;Norwegian Supervisory Authority (Datatilsynet);Norway;17.12.21;3900;T. Stene Transport AS;Yes;T. Stene Transport AS;Norway;Transportation & Logistics;710958;6;Private;Yes;NA;NA;The Norwegian DPA has fined T. Stene Transport AS EUR 3,900 due to an unfair credit check on a data subject.;https://www.datatilsynet.no/regelverk-og-verktoy/lover-og-regler/avgjorelser-fra-datatilsynet/2021/gebyr-og-palegg-om-a-etablere-rutiner-etter-urettmessig-kredittvurdering/
964;Spanish Data Protection Authority (aepd);Spain;23.12.21;1500;LA OFICINA BAR;Yes;LA OFICINA BAR;Spain;Restaurants, Cafes & Bars;NA;NA;Private;Yes;Art. 5 (1) c) GDPR;Non-compliance with general data processing principles;The Spanish DPA (AEPD) fined LA OFICINA BAR. The bar operated a video surveillance system in which the observation angle of the cameras extended into the public traffic area. The DPA considered this to be a violation of the principle of data minimization.;https://www.aepd.es/es/documento/ps-00389-2021.pdf
966;Spanish Data Protection Authority (aepd);Spain;22.12.21;5000;Sfam Espana General s.l.;Yes;Sfam Espana General s.l.;Spain;Finance & Insurance;NA;NA;Private;Yes;Art. 6 (1) GDPR;Insufficient legal basis for data processing;The Spanish DPA (AEPD) has imposed a fine of EUR 5,000 on Sfam Espana General s.l.. A data subject had filed a complaint with the DPA against the controller for charging her several services that she had not ordered.;https://www.aepd.es/es/documento/ps-00536-2021.pdf
967;Spanish Data Protection Authority (aepd);Spain;22.12.21;5000;HUBSIDE IBERICA S.L.;Yes;Hubside Iberica Sl.;Spain;Telecommunications;1400000;30;Private;Yes;Art. 6 (1) GDPR;Insufficient legal basis for data processing;The Spanish DPA (AEPD) has imposed a fine of EUR 5,000 HUBSIDE IBERICA S.L.. A data subject had filed a complaint with the DPA against the controller for charging her several services that she had not ordered.;https://www.aepd.es/es/documento/ps-00537-2021.pdf
968;Spanish Data Protection Authority (aepd);Spain;16.12.21;60000;Banco Bilbao Vizcaya Argentaria S.A.;Yes;Banco Bilbao Vizcaya Argentaria SA;Spain;Banks;31800000000;123174;Public;Yes;Art. 6 GDPR;Insufficient legal basis for data processing;The Spanish DPA (AEPD) has imposed a fine on Banco Bilbao Vizcaya Argentaria S.A.. A data subject filed a complaint with the DPA due to the fact that the controller repeatedly sent him SMS messages about non-payments, although he had no contractual relationship with the controller.  The controller stated that the unsolicited SMS messages were sent due to human error on part of its employees. The original fine of EUR 100,000 was reduced to EUR 60,000 due to voluntary payment and admission of guilt.;https://www.aepd.es/es/documento/ps-00427-2021.pdf
969;Spanish Data Protection Authority (aepd);Spain;28.12.21;2000;VENTANAS MAKE YOURSELF, S.L.;Yes;VENTANAS MAKE YOURSELF, S.L.;Spain;E-Commerce;NA;NA;Private;Yes;Art. 13 GDPR;Insufficient fulfilment of information obligations;The corporate website did not present a privacy policy on its main page.;https://www.aepd.es/es/documento/ps-00404-2021.pdf
971;French Data Protection Authority (CNIL);France;28.12.21;180000;SLIMPAY;Yes;SlimPay SA;France;IT Services;NA;90;Private;Yes;Art. 28 GDPR, Art. 32 GDPR, Art. 34 GDPR;Insufficient technical and organisational measures to ensure information security;"The French DPA (CNIL) has imposed a fine of EUR 180,000 on the payment institution SLIMPAY. 
In 2015, SLIMPAY conducted an internal research project in which it processed personal data in its databases. When the research project ended in July 2016, the data remained stored on a server, without any security measures and freely accessible on the Internet. The data breach affected about 12 million people.

During its investigation, the CNIL found that the company had failed to implement appropriate technical and organizational measures to ensure a level of security commensurate with the risk to data subjects. Thus, the server access was not subject to any security measures, so that it was possible to access it via the Internet between November 2015 and February 2020

In addition, the DPA found that the company had failed to inform the data subjects about the data breach. 

The CNIL also found that in several cases, contracts the company had concluded with processors were inadequately drafted, as they did not include certain envisaged clauses obliging the processors to process personal data in accordance with the requirements of the GDPR.";https://www.cnil.fr/fr/node/121960
972;French Data Protection Authority (CNIL);France;28.12.21;300000;FREE MOBILE;Yes;Iliad SA;France;Telecommunications;5400000000;14722;Public;Yes;Art. 12 GDPR, Art. 15 GDPR, Art. 21 GDPR, Art. 25 GDPR, Art. 32 GDPR;Insufficient fulfilment of data subjects rights;"The French DPA (CNIL) has imposed a fine of EUR 300,000 on FREEE MOBILE. 

The CNIL had received numerous complaints regarding the company's failure to comply with data subjects' rights. 

During its investigation, the CNIL found that the company had failed to respond to data subjects' requests in a timely manner. In addition, the company failed to comply with the data subjects' right to object, as it continued to send advertisements to the data subjects despite them having exercised their right to object. 
In addition, the CNIL found that the company had failed to implement adequate technical and organizational measures to ensure a level of security appropriate to the risk to the data subjects. For example, it had sent users passwords by email in clear text.";https://www.cnil.fr/fr/node/121974
